"","ensembl_gene_id","external_gene_name","description"
"1330","ENSG00000164867","NOS3","nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]"
"1331","ENSG00000159882","ZNF230","zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024]"
"1332","ENSG00000019549","SNAI2","snail family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:11094]"
"1333","ENSG00000159885","ZNF222","zinc finger protein 222 [Source:HGNC Symbol;Acc:HGNC:13015]"
"1334","ENSG00000112658","SRF","serum response factor [Source:HGNC Symbol;Acc:HGNC:11291]"
"1335","ENSG00000164885","CDK5","cyclin dependent kinase 5 [Source:HGNC Symbol;Acc:HGNC:1774]"
"1336","ENSG00000162496","DHRS3","dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]"
"1337","ENSG00000011422","PLAUR","plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
"1338","ENSG00000102145","GATA1","GATA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4170]"
"1339","ENSG00000094631","HDAC6","histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]"
"1340","ENSG00000112232","KHDRBS2","KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]"
"1341","ENSG00000163520","FBLN2","fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]"
"1342","ENSG00000124391","IL17C","interleukin 17C [Source:HGNC Symbol;Acc:HGNC:5983]"
"1343","ENSG00000125952","MAX","MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]"
"1344","ENSG00000103264","FBXO31","F-box protein 31 [Source:HGNC Symbol;Acc:HGNC:16510]"
"1345","ENSG00000119414","PPP6C","protein phosphatase 6 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]"
"1346","ENSG00000143995","MEIS1","Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]"
"1347","ENSG00000102974","CTCF","CCCTC-binding factor [Source:HGNC Symbol;Acc:HGNC:13723]"
"1348","ENSG00000121653","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]"
"1349","ENSG00000172939","OXSR1","oxidative stress responsive kinase 1 [Source:HGNC Symbol;Acc:HGNC:8508]"
"1350","ENSG00000185650","ZFP36L1","ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]"
"1351","ENSG00000169372","CRADD","CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]"
"1352","ENSG00000081059","TCF7","transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]"
"1353","ENSG00000099326","MZF1","myeloid zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13108]"
"1354","ENSG00000171094","ALK","ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]"
"1355","ENSG00000107201","DDX58","DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]"
"1356","ENSG00000187391","MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]"
"1357","ENSG00000069399","BCL3","BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]"
"1358","ENSG00000148400","NOTCH1","notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]"
"1359","ENSG00000103335","PIEZO1","piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]"
"1360","ENSG00000144724","PTPRG","protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]"
"1361","ENSG00000165699","TSC1","TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362]"
"1362","ENSG00000123384","LRP1","LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]"
"1363","ENSG00000131711","MAP1B","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]"
"1364","ENSG00000163235","TGFA","transforming growth factor alpha [Source:HGNC Symbol;Acc:HGNC:11765]"
"1365","ENSG00000142599","RERE","arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965]"
"1366","ENSG00000126822","PLEKHG3","pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]"
"1367","ENSG00000105697","HAMP","hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:15598]"
"1368","ENSG00000102096","PIM2","Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]"
"1369","ENSG00000130758","MAP3K10","mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]"
"1370","ENSG00000067369","TP53BP1","tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]"
"1371","ENSG00000196498","NCOR2","nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]"
"1372","ENSG00000243772","KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]"
"1373","ENSG00000006210","CX3CL1","C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]"
"1374","ENSG00000163121","NEURL3","neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]"
"1375","ENSG00000125498","KIR2DL1","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]"
"1376","ENSG00000156970","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:HGNC:1149]"
"1377","ENSG00000142208","AKT1","AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]"
"1378","ENSG00000181019","NQO1","NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]"
"1379","ENSG00000155792","DEPTOR","DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]"
"1380","ENSG00000165702","GFI1B","growth factor independent 1B transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4238]"
"1381","ENSG00000105372","RPS19","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]"
"1382","ENSG00000120899","PTK2B","protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]"
"1383","ENSG00000184517","ZFP1","ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]"
"1384","ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]"
"1385","ENSG00000198513","ATL1","atlastin GTPase 1 [Source:HGNC Symbol;Acc:HGNC:11231]"
"1386","ENSG00000159692","CTBP1","C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]"
"1387","ENSG00000186187","ZNRF1","zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]"
"1388","ENSG00000132182","NUP210","nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]"
"1389","ENSG00000140718","FTO","FTO alpha-ketoglutarate dependent dioxygenase [Source:HGNC Symbol;Acc:HGNC:24678]"
"1390","ENSG00000104879","CKM","creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]"
"1391","ENSG00000174791","RIN1","Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]"
"1392","ENSG00000157514","TSC22D3","TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051]"
"1393","ENSG00000137462","TLR2","toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848]"
"1394","ENSG00000096060","FKBP5","FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]"
"1395","ENSG00000157764","BRAF","B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]"
"1396","ENSG00000072110","ACTN1","actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
"1397","ENSG00000167633","KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6338]"
"1398","ENSG00000158748","HTR6","5-hydroxytryptamine receptor 6 [Source:HGNC Symbol;Acc:HGNC:5301]"
"1399","ENSG00000170776","AKAP13","A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]"
"1400","ENSG00000023287","RB1CC1","RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]"
"1401","ENSG00000125538","IL1B","interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]"
"1402","ENSG00000168496","FEN1","flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3650]"
"1403","ENSG00000114738","MAPKAPK3","MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]"
"1404","ENSG00000107968","MAP3K8","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"1405","ENSG00000243955","GSTA1","glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:HGNC:4626]"
"1406","ENSG00000138166","DUSP5","dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]"
"1407","ENSG00000122862","SRGN","serglycin [Source:HGNC Symbol;Acc:HGNC:9361]"
"1408","ENSG00000011485","PPP5C","protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]"
"1409","ENSG00000111537","IFNG","interferon gamma [Source:HGNC Symbol;Acc:HGNC:5438]"
"1410","ENSG00000147509","RGS20","regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]"
"1411","ENSG00000184056","VPS33B","VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]"
"1412","ENSG00000198793","MTOR","mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]"
"1413","ENSG00000129152","MYOD1","myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]"
"1414","ENSG00000114541","FRMD4B","FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]"
"1415","ENSG00000078900","TP73","tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]"
"1416","ENSG00000084112","SSH1","slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]"
"1417","ENSG00000168036","CTNNB1","catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]"
"1418","ENSG00000226979","LTA","lymphotoxin alpha [Source:HGNC Symbol;Acc:HGNC:6709]"
"1419","ENSG00000089022","MAPKAPK5","MAPK activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]"
"1420","ENSG00000232810","TNF","tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]"
"1421","ENSG00000165675","ENOX2","ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259]"
"1422","ENSG00000227507","LTB","lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711]"
"1423","ENSG00000133961","NUMB","NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]"
"1424","ENSG00000197343","ZNF655","zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]"
"1425","ENSG00000150760","DOCK1","dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]"
"1426","ENSG00000159917","ZNF235","zinc finger protein 235 [Source:HGNC Symbol;Acc:HGNC:12866]"
"1427","ENSG00000116288","PARK7","Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]"
"1428","ENSG00000123104","ITPR2","inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]"
"1429","ENSG00000177189","RPS6KA3","ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]"
"1430","ENSG00000104375","STK3","serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]"
"1431","ENSG00000127564","PKMYT1","protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]"
"1432","ENSG00000091436","MAP3K20","mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]"
"1433","ENSG00000044115","CTNNA1","catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]"
"1434","ENSG00000163625","WDFY3","WD repeat and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20751]"
"1435","ENSG00000135090","TAOK3","TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]"
"1436","ENSG00000140262","TCF12","transcription factor 12 [Source:HGNC Symbol;Acc:HGNC:11623]"
"1437","ENSG00000089220","PEBP1","phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]"
"1438","ENSG00000105173","CCNE1","cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]"
"1439","ENSG00000170027","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma [Source:HGNC Symbol;Acc:HGNC:12852]"
"1440","ENSG00000165280","VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"1441","ENSG00000105568","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha [Source:HGNC Symbol;Acc:HGNC:9302]"
"1442","ENSG00000106211","HSPB1","heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]"
"1443","ENSG00000162511","LAPTM5","lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]"
"1444","ENSG00000153317","ASAP1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]"
"1445","ENSG00000068078","FGFR3","fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]"
"1446","ENSG00000071051","NCK2","NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]"
"1447","ENSG00000204138","PHACTR4","phosphatase and actin regulator 4 [Source:HGNC Symbol;Acc:HGNC:25793]"
"1448","ENSG00000006194","ZNF263","zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]"
"1449","ENSG00000142675","CNKSR1","connector enhancer of kinase suppressor of Ras 1 [Source:HGNC Symbol;Acc:HGNC:19700]"
"1450","ENSG00000183495","EP400","E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]"
"1451","ENSG00000075618","FSCN1","fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]"
"1452","ENSG00000149591","TAGLN","transgelin [Source:HGNC Symbol;Acc:HGNC:11553]"
"1453","ENSG00000155926","SLA","Src like adaptor [Source:HGNC Symbol;Acc:HGNC:10902]"
"1454","ENSG00000158195","WASF2","WASP family member 2 [Source:HGNC Symbol;Acc:HGNC:12733]"
"1455","ENSG00000090020","SLC9A1","solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]"
"1456","ENSG00000115641","FHL2","four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]"
"1457","ENSG00000151338","MIPOL1","mirror-image polydactyly 1 [Source:HGNC Symbol;Acc:HGNC:21460]"
"1458","ENSG00000046889","PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]"
"1459","ENSG00000119383","PTPA","protein phosphatase 2 phosphatase activator [Source:HGNC Symbol;Acc:HGNC:9308]"
"1460","ENSG00000167751","KLK2","kallikrein related peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6363]"
"1461","ENSG00000149115","TNKS1BP1","tankyrase 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19081]"
"1462","ENSG00000156575","PRG3","proteoglycan 3, pro eosinophil major basic protein 2 [Source:HGNC Symbol;Acc:HGNC:9363]"
"1463","ENSG00000197442","MAP3K5","mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]"
"1464","ENSG00000145685","LHFPL2","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]"
"1465","ENSG00000164305","CASP3","caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]"
"1466","ENSG00000136997","MYC","MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]"
"1467","ENSG00000072786","STK10","serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]"
"1468","ENSG00000130766","SESN2","sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]"
"1469","ENSG00000242574","HLA-DMB","major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]"
"1470","ENSG00000204257","HLA-DMA","major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]"
"1471","ENSG00000156787","TBC1D31","TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]"
"1472","ENSG00000197555","SIPA1L1","signal induced proliferation associated 1 like 1 [Source:HGNC Symbol;Acc:HGNC:20284]"
"1473","ENSG00000169403","PTAFR","platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]"
"1474","ENSG00000117676","RPS6KA1","ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430]"
"1475","ENSG00000113575","PPP2CA","protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]"
"1476","ENSG00000169946","ZFPM2","zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]"
"1477","ENSG00000121440","PDZRN3","PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]"
"1478","ENSG00000100644","HIF1A","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]"
"1479","ENSG00000168702","LRP1B","LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]"
"1480","ENSG00000169439","SDC2","syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]"
"1481","ENSG00000011275","RNF216","ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]"
"1482","ENSG00000178568","ERBB4","erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]"
"1483","ENSG00000022556","NLRP2","NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]"
"1484","ENSG00000157219","HTR5A","5-hydroxytryptamine receptor 5A [Source:HGNC Symbol;Acc:HGNC:5300]"
"1485","ENSG00000103423","DNAJA3","DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]"
"1486","ENSG00000044524","EPHA3","EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]"
"1487","ENSG00000171444","MCC","MCC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:6935]"
"1488","ENSG00000140396","NCOA2","nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]"
"1489","ENSG00000142627","EPHA2","EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]"
"1490","ENSG00000042832","TG","thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]"
"1491","ENSG00000042286","AIFM2","apoptosis inducing factor mitochondria associated 2 [Source:HGNC Symbol;Acc:HGNC:21411]"
"1492","ENSG00000072135","PTPN18","protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]"
"1493","ENSG00000156508","EEF1A1","eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]"
"1494","ENSG00000187764","SEMA4D","semaphorin 4D [Source:HGNC Symbol;Acc:HGNC:10732]"
"1495","ENSG00000189337","KAZN","kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]"
"1496","ENSG00000105698","USF2","upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]"
"1497","ENSG00000028137","TNFRSF1B","TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]"
"1498","ENSG00000183484","GPR132","G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]"
"1499","ENSG00000184916","JAG2","jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]"
"1500","ENSG00000081386","ZNF510","zinc finger protein 510 [Source:HGNC Symbol;Acc:HGNC:29161]"
"1501","ENSG00000166197","NOLC1","nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]"
"1502","ENSG00000141564","RPTOR","regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]"
"1503","ENSG00000114423","CBLB","Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]"
"1504","ENSG00000104499","GML","glycosylphosphatidylinositol anchored molecule like [Source:HGNC Symbol;Acc:HGNC:4375]"
"1505","ENSG00000204389","HSPA1A","heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]"
"1506","ENSG00000204388","HSPA1B","heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]"
"1507","ENSG00000106952","TNFSF8","TNF superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11938]"
"1508","ENSG00000204371","EHMT2","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]"
"1509","ENSG00000060656","PTPRU","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"1510","ENSG00000182979","MTA1","metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]"
"1511","ENSG00000171045","TSNARE1","t-SNARE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26437]"
"1512","ENSG00000103510","KAT8","lysine acetyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:17933]"
"1513","ENSG00000197714","ZNF460","zinc finger protein 460 [Source:HGNC Symbol;Acc:HGNC:21628]"
"1514","ENSG00000106089","STX1A","syntaxin 1A [Source:HGNC Symbol;Acc:HGNC:11433]"
"1515","ENSG00000204435","CSNK2B","casein kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:2460]"
"1516","ENSG00000103490","PYCARD","PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]"
"1517","ENSG00000008513","ST3GAL1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"1518","ENSG00000197081","IGF2R","insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]"
"1519","ENSG00000137767","SQOR","sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]"
"1520","ENSG00000112561","TFEB","transcription factor EB [Source:HGNC Symbol;Acc:HGNC:11753]"
"1521","ENSG00000170017","ALCAM","activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]"
"1522","ENSG00000009709","PAX7","paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]"
"1523","ENSG00000150093","ITGB1","integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]"
"1524","ENSG00000120063","GNA13","G protein subunit alpha 13 [Source:HGNC Symbol;Acc:HGNC:4381]"
"1525","ENSG00000091428","RAPGEF4","Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]"
"1526","ENSG00000136754","ABI1","abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]"
"1527","ENSG00000104324","CPQ","carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]"
"1528","ENSG00000169436","COL22A1","collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]"
"1529","ENSG00000130940","CASZ1","castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]"
"1530","ENSG00000135373","EHF","ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]"
"1531","ENSG00000204592","HLA-E","major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:HGNC:4962]"
"1532","ENSG00000169398","PTK2","protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]"
"1533","ENSG00000166741","NNMT","nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]"
"1534","ENSG00000197272","IL27","interleukin 27 [Source:HGNC Symbol;Acc:HGNC:19157]"
"1535","ENSG00000151065","DCP1B","decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]"
"1536","ENSG00000010803","SCMH1","Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]"
"1537","ENSG00000184304","PRKD1","protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]"
"1538","ENSG00000145779","TNFAIP8","TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]"
"1539","ENSG00000211448","DIO2","iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]"
"1540","ENSG00000188747","NOXA1","NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668]"
"1541","ENSG00000115919","KYNU","kynureninase [Source:HGNC Symbol;Acc:HGNC:6469]"
"1542","ENSG00000100526","CDKN3","cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]"
"1543","ENSG00000058091","CDK14","cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883]"
"1544","ENSG00000179051","RCC2","regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]"
"1545","ENSG00000132906","CASP9","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]"
"1546","ENSG00000132334","PTPRE","protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]"
"1547","ENSG00000111087","GLI1","GLI family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4317]"
"1548","ENSG00000105974","CAV1","caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]"
"1549","ENSG00000100852","ARHGAP5","Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]"
"1550","ENSG00000234284","ZNF879","zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]"
"1551","ENSG00000105976","MET","MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]"
"1552","ENSG00000165795","NDRG2","NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]"
"1553","ENSG00000197405","C5AR1","complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]"
"1554","ENSG00000164611","PTTG1","PTTG1 regulator of sister chromatid separation, securin [Source:HGNC Symbol;Acc:HGNC:9690]"
"1555","ENSG00000149930","TAOK2","TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]"
"1556","ENSG00000164399","IL3","interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]"
"1557","ENSG00000164796","CSMD3","CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]"
"1558","ENSG00000125753","VASP","vasodilator stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]"
"1559","ENSG00000107249","GLIS3","GLIS family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:28510]"
"1560","ENSG00000175787","ZNF169","zinc finger protein 169 [Source:HGNC Symbol;Acc:HGNC:12957]"
"1561","ENSG00000165140","FBP1","fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]"
